#gid	GOTERM_BP_FAT	GOTERM_CC_FAT	GOTERM_MF_FAT	INTERPRO	KEGG_PATHWAY
ENSG00000118971	GO:0045859~regulation of protein kinase activity;GO:0010033~response to organic substance;GO:0048511~rhythmic process;GO:0051329~interphase of mitotic cell cycle;GO:0043627~response to estrogen stimulus;GO:0051591~response to cAMP;GO:0022403~cell cycle phase;GO:0048545~response to steroid hormone stimulus;GO:0000082~G1/S transition of mitotic cell cycle;GO:0042325~regulation of phosphorylation;GO:0000079~regulation of cyclin-dependent protein kinase activity;GO:0051347~positive regulation of transferase activity;GO:0051174~regulation of phosphorus metabolic process;GO:0014070~response to organic cyclic substance;GO:0045860~positive regulation of protein kinase activity;GO:0051338~regulation of transferase activity;GO:0043085~positive regulation of catalytic activity;GO:0051325~interphase;GO:0008284~positive regulation of cell proliferation;GO:0051726~regulation of cell cycle;GO:0009725~response to hormone stimulus;GO:0045787~positive regulation of cell cycle;GO:0019220~regulation of phosphate metabolic process;GO:0045737~positive regulation of cyclin-dependent protein kinase activity;GO:0044093~positive regulation of molecular function;GO:0009719~response to endogenous stimulus;GO:0042127~regulation of cell proliferation;GO:0043549~regulation of kinase activity;GO:0033674~positive regulation of kinase activity	GO:0000307~cyclin-dependent protein kinase holoenzyme complex	NA	NA	hsa04115:p53 signaling pathway
ENSG00000184156	NA	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	NA	NA	NA
ENSG00000196154	NA	GO:0005730~nucleolus	GO:0005509~calcium ion binding	NA	NA
ENSG00000113758	GO:0030036~actin cytoskeleton organization;GO:0030029~actin filament-based process;GO:0007010~cytoskeleton organization;GO:0031344~regulation of cell projection organization;GO:0007015~actin filament organization	NA	NA	NA	NA
ENSG00000107438	GO:0001666~response to hypoxia;GO:0070482~response to oxygen levels	NA	NA	NA	NA
ENSG00000070182	GO:0032535~regulation of cellular component size;GO:0043254~regulation of protein complex assembly;GO:0032271~regulation of protein polymerization	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0009986~cell surface;GO:0044459~plasma membrane part	NA	NA	NA
ENSG00000136244	GO:0051270~regulation of cell motion;GO:0050727~regulation of inflammatory response;GO:0045944~positive regulation of transcription from RNA polymerase II promoter;GO:0002443~leukocyte mediated immunity;GO:0040017~positive regulation of locomotion;GO:0002252~immune effector process;GO:0009611~response to wounding;GO:0030334~regulation of cell migration;GO:0051272~positive regulation of cell motion;GO:0006953~acute-phase response;GO:0050829~defense response to Gram-negative bacterium;GO:0050878~regulation of body fluid levels;GO:0008219~cell death;GO:0051240~positive regulation of multicellular organismal process;GO:0042592~homeostatic process;GO:0016265~death;GO:0060548~negative regulation of cell death;GO:0051094~positive regulation of developmental process;GO:0001819~positive regulation of cytokine production;GO:0002675~positive regulation of acute inflammatory response;GO:0048545~response to steroid hormone stimulus;GO:0006959~humoral immune response;GO:0006935~chemotaxis;GO:0045765~regulation of angiogenesis;GO:0006915~apoptosis;GO:0050817~coagulation;GO:0050867~positive regulation of cell activation;GO:0048870~cell motility;GO:0007599~hemostasis;GO:0040012~regulation of locomotion;GO:0042060~wound healing;GO:0044093~positive regulation of molecular function;GO:0002684~positive regulation of immune system process;GO:0007626~locomotory behavior;GO:0006955~immune response;GO:0042981~regulation of apoptosis;GO:0060326~cell chemotaxis;GO:0050865~regulation of cell activation;GO:0051174~regulation of phosphorus metabolic process;GO:0001817~regulation of cytokine production;GO:0030335~positive regulation of cell migration;GO:0030595~leukocyte chemotaxis;GO:0045597~positive regulation of cell differentiation;GO:0043067~regulation of programmed cell death;GO:0008284~positive regulation of cell proliferation;GO:0012501~programmed cell death;GO:0043066~negative regulation of apoptosis;GO:0045727~positive regulation of translation;GO:0045669~positive regulation of osteoblast differentiation;GO:0008285~negative regulation of cell proliferation;GO:0043069~negative regulation of programmed cell death;GO:0010033~response to organic substance;GO:0050900~leukocyte migration;GO:0042325~regulation of phosphorylation;GO:0042330~taxis;GO:0051674~localization of cell;GO:0051384~response to glucocorticoid stimulus;GO:0006928~cell motion;GO:0006952~defense response;GO:0002526~acute inflammatory response;GO:0009617~response to bacterium;GO:0006954~inflammatory response;GO:0009725~response to hormone stimulus;GO:0032103~positive regulation of response to external stimulus;GO:0019220~regulation of phosphate metabolic process;GO:0010941~regulation of cell death;GO:0016477~cell migration;GO:0031960~response to corticosteroid stimulus;GO:0002548~monocyte chemotaxis;GO:0032101~regulation of response to external stimulus;GO:0002237~response to molecule of bacterial origin;GO:0048660~regulation of smooth muscle cell proliferation;GO:0009719~response to endogenous stimulus;GO:0042127~regulation of cell proliferation;GO:0007596~blood coagulation	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005615~extracellular space;GO:0005887~integral to plasma membrane;GO:0005576~extracellular region;GO:0044421~extracellular region part;GO:0044459~plasma membrane part	GO:0008083~growth factor activity	NA	hsa04060:Cytokine-cytokine receptor interaction;hsa04640:Hematopoietic cell lineage
ENSG00000165323	GO:0007155~cell adhesion;GO:0022610~biological adhesion	NA	GO:0005509~calcium ion binding	IPR018097:EGF-like calcium-binding, conserved site;IPR013032:EGF-like region, conserved site;IPR006210:EGF-like;IPR006209:EGF;IPR001881:EGF-like calcium-binding;IPR000742:EGF-like, type 3	NA
ENSG00000162493	GO:0051270~regulation of cell motion;GO:0040017~positive regulation of locomotion;GO:0022604~regulation of cell morphogenesis;GO:0009611~response to wounding;GO:0030334~regulation of cell migration;GO:0051272~positive regulation of cell motion;GO:0001944~vasculature development;GO:0050865~regulation of cell activation;GO:0030335~positive regulation of cell migration;GO:0006952~defense response;GO:0050867~positive regulation of cell activation;GO:0006954~inflammatory response;GO:0008360~regulation of cell shape;GO:0007155~cell adhesion;GO:0008283~cell proliferation;GO:0040012~regulation of locomotion;GO:0006690~icosanoid metabolic process;GO:0032101~regulation of response to external stimulus;GO:0070482~response to oxygen levels;GO:0022610~biological adhesion	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	NA	NA	NA
ENSG00000143369	NA	GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	NA	NA
ENSG00000103855	GO:0008284~positive regulation of cell proliferation;GO:0050727~regulation of inflammatory response;GO:0008283~cell proliferation;GO:0006955~immune response;GO:0050865~regulation of cell activation;GO:0051240~positive regulation of multicellular organismal process;GO:0001817~regulation of cytokine production;GO:0045669~positive regulation of osteoblast differentiation;GO:0032101~regulation of response to external stimulus;GO:0008285~negative regulation of cell proliferation;GO:0050867~positive regulation of cell activation;GO:0042127~regulation of cell proliferation;GO:0045597~positive regulation of cell differentiation;GO:0051094~positive regulation of developmental process;GO:0002684~positive regulation of immune system process	GO:0005886~plasma membrane;GO:0009986~cell surface;GO:0044459~plasma membrane part	NA	IPR013783:Immunoglobulin-like fold;IPR003599:Immunoglobulin subtype	NA
ENSG00000187193	NA	NA	GO:0046870~cadmium ion binding	IPR000006:Metallothionein, vertebrate;IPR003019:Metallothionein superfamily, eukaryotic;IPR018064:Metallothionein, vertebrate, metal binding site	NA
ENSG00000041982	GO:0007155~cell adhesion;GO:0043062~extracellular structure organization;GO:0009611~response to wounding;GO:0007517~muscle organ development;GO:0022610~biological adhesion	GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	IPR013032:EGF-like region, conserved site;IPR006210:EGF-like;IPR006209:EGF;IPR008957:Fibronectin, type III-like fold;IPR003961:Fibronectin, type III;IPR000742:EGF-like, type 3	hsa04512:ECM-receptor interaction
ENSG00000196136	GO:0006953~acute-phase response;GO:0006952~defense response;GO:0042592~homeostatic process;GO:0002526~acute inflammatory response;GO:0009611~response to wounding;GO:0006954~inflammatory response	GO:0005576~extracellular region	NA	NA	NA
ENSG00000205364	NA	NA	GO:0046870~cadmium ion binding	IPR000006:Metallothionein, vertebrate;IPR003019:Metallothionein superfamily, eukaryotic;IPR018064:Metallothionein, vertebrate, metal binding site	NA
ENSG00000113296	GO:0016477~cell migration;GO:0007155~cell adhesion;GO:0006928~cell motion;GO:0006929~substrate-bound cell migration;GO:0022610~biological adhesion;GO:0048870~cell motility;GO:0051674~localization of cell	GO:0031093~platelet alpha granule lumen;GO:0031982~vesicle;GO:0030141~secretory granule;GO:0031012~extracellular matrix;GO:0031410~cytoplasmic vesicle;GO:0044433~cytoplasmic vesicle part;GO:0031988~membrane-bounded vesicle;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0031091~platelet alpha granule;GO:0031983~vesicle lumen;GO:0044421~extracellular region part;GO:0016023~cytoplasmic membrane-bounded vesicle;GO:0060205~cytoplasmic membrane-bounded vesicle lumen	GO:0030246~carbohydrate binding;GO:0005539~glycosaminoglycan binding;GO:0008201~heparin binding;GO:0030247~polysaccharide binding;GO:0001871~pattern binding;GO:0005509~calcium ion binding	IPR018097:EGF-like calcium-binding, conserved site;IPR013032:EGF-like region, conserved site;IPR006210:EGF-like;IPR013091:EGF calcium-binding;IPR001881:EGF-like calcium-binding;IPR000742:EGF-like, type 3	hsa04512:ECM-receptor interaction
ENSG00000038945	GO:0034381~lipoprotein particle clearance;GO:0045597~positive regulation of cell differentiation;GO:0051094~positive regulation of developmental process	GO:0034358~plasma lipoprotein particle;GO:0005887~integral to plasma membrane;GO:0005576~extracellular region;GO:0044459~plasma membrane part;GO:0005615~extracellular space;GO:0031226~intrinsic to plasma membrane;GO:0005886~plasma membrane;GO:0044421~extracellular region part;GO:0032994~protein-lipid complex	GO:0005044~scavenger receptor activity	IPR017448:Speract/scavenger receptor related;IPR001190:Speract/scavenger receptor	NA
ENSG00000018280	GO:0045944~positive regulation of transcription from RNA polymerase II promoter;GO:0002443~leukocyte mediated immunity;GO:0002252~immune effector process;GO:0006955~immune response;GO:0009611~response to wounding;GO:0002250~adaptive immune response;GO:0051347~positive regulation of transferase activity;GO:0034097~response to cytokine stimulus;GO:0001817~regulation of cytokine production;GO:0051174~regulation of phosphorus metabolic process;GO:0006873~cellular ion homeostasis;GO:0051338~regulation of transferase activity;GO:0050801~ion homeostasis;GO:0030003~cellular cation homeostasis;GO:0019725~cellular homeostasis;GO:0055080~cation homeostasis;GO:0008283~cell proliferation;GO:0055065~metal ion homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0002285~lymphocyte activation during immune response;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0050829~defense response to Gram-negative bacterium;GO:0006879~cellular iron ion homeostasis;GO:0051240~positive regulation of multicellular organismal process;GO:0002286~T cell activation during immune response;GO:0042592~homeostatic process;GO:0045087~innate immune response;GO:0006826~iron ion transport;GO:0001819~positive regulation of cytokine production;GO:0010033~response to organic substance;GO:0045859~regulation of protein kinase activity;GO:0002263~cell activation during immune response;GO:0042325~regulation of phosphorylation;GO:0006952~defense response;GO:0045860~positive regulation of protein kinase activity;GO:0043085~positive regulation of catalytic activity;GO:0055072~iron ion homeostasis;GO:0032496~response to lipopolysaccharide;GO:0009617~response to bacterium;GO:0006954~inflammatory response;GO:0006875~cellular metal ion homeostasis;GO:0055082~cellular chemical homeostasis;GO:0002366~leukocyte activation during immune response;GO:0048878~chemical homeostasis;GO:0019220~regulation of phosphate metabolic process;GO:0042060~wound healing;GO:0002237~response to molecule of bacterial origin;GO:0044093~positive regulation of molecular function;GO:0043549~regulation of kinase activity;GO:0002460~adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains;GO:0033674~positive regulation of kinase activity;GO:0002684~positive regulation of immune system process	GO:0031982~vesicle;GO:0030141~secretory granule;GO:0005887~integral to plasma membrane;GO:0031410~cytoplasmic vesicle;GO:0044433~cytoplasmic vesicle part;GO:0031988~membrane-bounded vesicle;GO:0044459~plasma membrane part;GO:0031226~intrinsic to plasma membrane;GO:0005886~plasma membrane;GO:0016023~cytoplasmic membrane-bounded vesicle	GO:0046983~protein dimerization activity;GO:0042803~protein homodimerization activity	NA	NA
ENSG00000196428	NA	NA	GO:0003700~transcription factor activity	NA	NA
ENSG00000107742	GO:0043062~extracellular structure organization;GO:0030198~extracellular matrix organization	GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	GO:0005509~calcium ion binding	NA	NA
ENSG00000137507	NA	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	NA	NA	NA
ENSG00000113555	GO:0007155~cell adhesion;GO:0022610~biological adhesion	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	GO:0005509~calcium ion binding	NA	NA
ENSG00000168077	GO:0009314~response to radiation;GO:0009628~response to abiotic stimulus;GO:0009411~response to UV	NA	GO:0005044~scavenger receptor activity	NA	NA
ENSG00000168140	NA	GO:0005576~extracellular region	NA	IPR013032:EGF-like region, conserved site;IPR006210:EGF-like;IPR006209:EGF;IPR003961:Fibronectin, type III;IPR000742:EGF-like, type 3	NA
ENSG00000125148	GO:0050801~ion homeostasis;GO:0030003~cellular cation homeostasis;GO:0019725~cellular homeostasis;GO:0055080~cation homeostasis;GO:0055082~cellular chemical homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0048878~chemical homeostasis;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0042592~homeostatic process;GO:0006873~cellular ion homeostasis	NA	NA	IPR000006:Metallothionein, vertebrate;IPR003019:Metallothionein superfamily, eukaryotic;IPR018064:Metallothionein, vertebrate, metal binding site	NA
